url,shortcode,media_id,taken_at,datetime_utc,media_type,product_type,location_name,like_count,comment_count,view_count,caption,hashtags,mentions,scraped_comments_count,parse_status
https://www.instagram.com/higo_houses/reel/DVjuC6KCHYi/,DVjuC6KCHYi,3847121016728352290,1772833017,2026-03-06T21:36:57+00:00,2,clips,"Mallorca, Spain",11,2,,"Let Nature Lead & Stillness Speak😌
.
.
Finca Higo is blessed with untouched nature and the calmness that comes with it. Protected by the stunning Tramuntana mountains and located right next to the sea, it's the perfect place to reflect and appreciate the art of nature. 🫒🌊",,,1,ok
https://www.instagram.com/higo_houses/p/DVYm2pdiL43/,DVYm2pdiL43,3843993163098799671,1772459715,2026-03-02T13:55:15+00:00,8,carousel_container,"Mallorca, Spain",17,2,,"Retreat by the sea 🌊
Ending with savasana and simply listening to the sounds of nature and the waves is a truly special experience ✨🙏
.
.
.
.
.
.

#mallorca #retreat #sea #savasana #nature",mallorca;retreat;sea;savasana;nature,,0,ok
https://www.instagram.com/herzlicht_akademie_by_katie/reel/DUteAAJjYZ6/,DUteAAJjYZ6,3831850799517763194,1771012240,2026-02-13T19:50:40+00:00,2,clips,,18,4,,"𝐃𝐮 𝐟𝐮𝐧𝐤𝐭𝐢𝐨𝐧𝐢𝐞𝐫𝐬𝐭. 𝐃𝐮 𝐭𝐫𝐚̈𝐠𝐬𝐭 𝐕𝐞𝐫𝐚𝐧𝐭𝐰𝐨𝐫𝐭𝐮𝐧𝐠. 𝐃𝐮 𝐡𝐚̈𝐥𝐭𝐬𝐭 𝐳𝐮𝐬𝐚𝐦𝐦𝐞𝐧.

Irgendwann merkst Du: So wie bisher fühlt es sich nicht mehr stimmig an. Nicht dramatisch, nicht laut, sondern leise und klar.

Dieses Retreat auf Mallorca ist kein Wellnessurlaub und kein „Ich gönn mir mal was“. 

Es ist ein Raum, der Dich zurückholt zu Deiner inneren Ausrichtung, zu Deiner Kraft und Deiner Freude.

In der absoluten Ruhe des UNESCO-Welterbes der Serra de Tramuntana reguliert sich Dein Nervensystem. Dein Körper kommt hinterher. Dein Herz öffnet sich wieder.

Wir klären, was Dich blockiert. 
Nicht theoretisch, sondern spürbar.

Du gehst nicht mit Hochgefühl nach Hause. 
Du gehst stabil. Klar. Aufgerichtet.

Der Rahmen:

📍 Mallorca | UNESCO-Welterbe
🗓️ 10.–15. Mai 2026
🕊️ Maximal 12 Menschen. Privat. Geschützt.
✨ 10 % Early Bird bis 31. März 2026

Kein Massen-Event. Kein Seminarhotel.  Kein Showprogramm.

Ein Raum, in dem Du Dich selbst wieder hörst.

➡️ 𝐀𝐥𝐥𝐞 𝐈𝐧𝐟𝐨𝐬 𝐟𝐢𝐧𝐝𝐞𝐬𝐭 𝐃𝐮 𝐨𝐛𝐞𝐧 𝐢𝐧 𝐦𝐞𝐢𝐧𝐞𝐦 𝐏𝐫𝐨𝐟𝐢𝐥 🤍

➡️ 𝐡𝐭𝐭𝐩𝐬://𝐡𝐞𝐫𝐳𝐥𝐢𝐜𝐡𝐭-𝐚𝐤𝐚𝐝𝐞𝐦𝐢𝐞.𝐜𝐨𝐦/𝐫𝐞𝐭𝐫𝐞𝐚𝐭-𝐬𝐩𝐚𝐧𝐢𝐞𝐧-𝐦𝐚𝐥𝐥𝐨𝐫𝐜𝐚/

Die ersten Gespräche starten bereits jetzt persönlich.

Wenn Du jetzt schon spürst, dass dieses Retreat für Dich relevant ist,
schreib mir direkt eine Nachricht.

Max. 12 Plätze.
Keine Impulsbuchung.
Sondern eine klare Entscheidung für Dich.

Wenn Du innerlich nickst, beginnt genau hier Dein nächster Schritt.

𝐈𝐜𝐡 𝐛𝐢𝐧 𝐧𝐢𝐜𝐡𝐭 𝐡𝐢𝐞𝐫, 𝐮𝐦 𝐝𝐚𝐳𝐮𝐳𝐮𝐠𝐞𝐡𝐨̈𝐫𝐞𝐧.
𝐈𝐜𝐡 𝐛𝐢𝐧 𝐡𝐢𝐞𝐫, 𝐮𝐦 𝐰𝐢𝐫𝐤𝐬𝐚𝐦 𝐳𝐮 𝐬𝐞𝐢𝐧.

#herzlichtakademie #retreatmallorca #selbstführung #energiearbeit #reiki",herzlichtakademie;retreatmallorca;selbstführung;energiearbeit;reiki,,3,ok
https://www.instagram.com/higo_houses/p/DUnacZdiNUR/,DUnacZdiNUR,3830146308795585809,1770809042,2026-02-11T11:24:02+00:00,8,carousel_container,"Mallorca, Spain",3,3,,"Fresh from the garden you’ll get seasonal fruits & veggies grown right here in our lush Mallorcan garden.
•
Directamente de nuestro jardín: frutas y verduras de temporada cultivadas en nuestro exuberante huerto mallorquín.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca
📷: @fraukoppensteiner",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca,fraukoppensteiner,0,ok
https://www.instagram.com/higo_houses/p/DUjMB4MiAOi/,DUjMB4MiAOi,3828957013812446114,1770667267,2026-02-09T20:01:07+00:00,8,carousel_container,"Mallorca, Spain",3,2,,"Yoga on the terrace by the pool, with views over the sea and private beach access through a lush garden.
•
Yoga en la terraza junto a la piscina, con vistas al mar y acceso privado a la playa a través de un jardín frondoso.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca
📷: @fraukoppensteiner",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca,fraukoppensteiner,0,ok
https://www.instagram.com/higo_houses/p/DUGuSStjk1H/,DUGuSStjk1H,3820944901052190023,1769712148,2026-01-29T18:42:28+00:00,8,carousel_container,"Mallorca, Spain",3,5,,"Finca Higo is located in the northwest of Mallorca & is set within 38 hectares of private land in the Tramuntana Mountains. Authentic Mallorcan-style rooms, an indoor yoga shala and nature all around.
•
Finca Higo se encuentra en el noroeste de Mallorca y está situada dentro de 38 hectáreas de terreno privado en la Serra de Tramuntana. Habitaciones de auténtico estilo mallorquín, una shala de yoga interior y naturaleza en cada dirección.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca

📷: @fraukoppensteiner",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca,fraukoppensteiner,1,ok
https://www.instagram.com/higo_houses/p/DT71TyfiKGu/,DT71TyfiKGu,3817879565477913006,1769346732,2026-01-25T13:12:12+00:00,8,carousel_container,"Mallorca, Spain",3,1,,"Mindful movement, deep breaths and flowing practices surrounded by nature. A place to reconnect with your body, held by calm, mountains and Mediterranean light.
•
Movimiento consciente, respiraciones profundas y prácticas fluidas rodeadas de naturaleza. Un espacio para reconectar con tu cuerpo, sostenido por la calma, las montañas y la luz del Mediterráneo.
•
•
•
📷: @fraukoppensteiner 
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca,fraukoppensteiner,0,ok
https://www.instagram.com/higo_houses/reel/DTn9wTWCEY0/,DTn9wTWCEY0,3812287209735210548,1768680185,2026-01-17T20:03:05+00:00,2,clips,"Mallorca, Spain",3,4,,"A calm space for movement and breath. Our yoga shala is fully equipped with high-quality @lotuscrafts mats and props for up to 15 people. A light-filled place to practice, connect and flow together.
•
Un espacio sereno para el movimiento y la respiración. Nuestro shala de yoga está totalmente equipado con mats y accesorios de alta calidad de @lotuscrafts para hasta 15 personas. Un lugar lleno de luz para practicar, conectar y fluir juntos.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca,lotuscrafts;lotuscrafts,2,ok
https://www.instagram.com/higo_houses/p/DTWk6XuiDzP/,DTWk6XuiDzP,3807392875869125839,1768096621,2026-01-11T01:57:01+00:00,8,carousel_container,"Mallorca, Spain",3,1,,"Yoga by the shore, feet in the sand and the sound of the sea all around. Private beach access, fresh ocean air and practice held in pure connection with nature.
📷: @fraukoppensteiner 
•
Yoga junto al mar, con los pies en la arena y el sonido del océano envolviéndolo todo. Acceso privado a la playa, aire marino fresco y una práctica en profunda conexión con la naturaleza.
📷: @fraukoppensteiner 
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca,fraukoppensteiner;fraukoppensteiner,1,ok
https://www.instagram.com/higo_houses/reel/DTFaJmbCDZX/,DTFaJmbCDZX,3802560469324543575,1767520715,2026-01-04T09:58:35+00:00,2,clips,"Mallorca, Spain",3,1,,"Shared meals on the terrace, surrounded by the Tramuntana Mountains. Coming together as a group, enjoying good food, open conversations and the simple joy of being in nature.
•
Comidas compartidas en la terraza, rodeados por las montañas de la Tramuntana. Momentos para reunirse como grupo, disfrutar de buena comida, conversaciones abiertas y la belleza de la naturaleza.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca,,1,ok
https://www.instagram.com/higo_houses/reel/DS7uXh0CCf0/,DS7uXh0CCf0,3799834637611050996,1767195672,2025-12-31T15:41:12+00:00,2,clips,"Mallorca, Spain",3,0,,"A look back at an incredible 2025 at Finca Higo. Grateful to everyone who shared this season with us. The retreats, the people & the moments of connection are unforgettable. We can’t wait for 2026 & many more meaningful retreats ahead.
•
Un vistazo a un increíble 2025 en Finca Higo. Agradecidos a todos los que compartieron esta temporada con nosotros. Los retiros, las personas y los momentos de conexión son inolvidables. Ya estamos deseando que llegue 2026 y muchos más retiros llenos de significado.
•
•
•
#yogaretreat #retreatcenter #yogateachers #mallorcayoga #wellnessretreats",yogaretreat;retreatcenter;yogateachers;mallorcayoga;wellnessretreats,,0,ok
https://www.instagram.com/higo_houses/p/DS0k2eJCAnb/,DS0k2eJCAnb,3797822458670090715,1766955738,2025-12-28T21:02:18+00:00,8,carousel_container,"Mallorca, Spain",3,10,,"A beautiful recap of the Selfcare Women Yoga Retreat here in Mallorca with @bodymindsoul_yoga & @katharina_schueler. So much presence, connection and gentle energy shared during this special retreat. Thank you for bringing your light to the island. You are always warmly welcome back.
📷: @fraukoppensteiner 
•
Un hermoso recuerdo del Selfcare Women Yoga Retreat aquí en Mallorca con @bodymindsoul_yoga y @katharina_schueler. Mucha presencia, conexión y energía suave compartidas durante este retiro tan especial. Gracias por traer vuestra luz a la isla. Siempre seréis cálidamente bienvenidas de nuevo.
📷: @fraukoppensteiner 
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca,bodymindsoul_yoga;katharina_schueler.;fraukoppensteiner;bodymindsoul_yoga;katharina_schueler.;fraukoppensteiner,5,ok
https://www.instagram.com/higo_houses/p/DSPNHq6iKW-/,DSPNHq6iKW-,3787303513362048446,1765701782,2025-12-14T08:43:02+00:00,8,carousel_container,"Mallorca, Spain",3,2,,"A little recap from the September retreat with @lydiaebuckler & @aminafisher. Days filled with movement, stillness, deep connection and shared moments. Thank you for bringing your beautiful energy here, you’re always welcome back.
•
Un pequeño resumen del retiro de septiembre con @lydiaebuckler y @aminafisher. Días llenos de movimiento, quietud, conexión profunda y momentos compartidos. Gracias por traer vuestra hermosa energía, siempre sois bienvenidas de nuevo.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca 
#yogaretreatspain #mallorcahotel #wellnessretreat #natureescape #fincahigo 
#consciousliving #ecoretreat #mindfultravel #yogaretreatseurope #retreatlife",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca;yogaretreatspain;mallorcahotel;wellnessretreat;natureescape;fincahigo;consciousliving;ecoretreat;mindfultravel;yogaretreatseurope;retreatlife,lydiaebuckler;aminafisher.;lydiaebuckler;aminafisher.,0,ok
https://www.instagram.com/higo_houses/p/DSAphOhiMwA/,DSAphOhiMwA,3783206290235902976,1765213355,2025-12-08T17:02:35+00:00,8,carousel_container,"Mallorca, Spain",3,0,,"Morning yoga by the pool, embraced by silence and the UNESCO-listed Tramuntana Mountains. No neighbors, no distractions, just you, the view and the rhythm of nature.
•
Yoga matutino junto a la piscina, envuelto en el silencio y las montañas Tramontana, declaradas Patrimonio de la Humanidad por la UNESCO. Sin vecinos, sin distracciones, solo tú, la vista y el ritmo de la naturaleza.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca 
#yogaretreatspain #mallorcahotel #wellnessretreat #natureescape #fincahigo 
#consciousliving #ecoretreat #mindfultravel #yogaretreatseurope #retreatlife",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca;yogaretreatspain;mallorcahotel;wellnessretreat;natureescape;fincahigo;consciousliving;ecoretreat;mindfultravel;yogaretreatseurope;retreatlife,,0,ok
https://www.instagram.com/higo_houses/reel/DR7CZgRCFGP/,DR7CZgRCFGP,3781626860833100175,1765025107,2025-12-06T12:45:07+00:00,2,clips,"Mallorca, Spain",3,6,,"Take a moment to pause, breathe and come back to yourself. Secure your 2026 retreat now and look forward to peaceful days filled with intention, stillness and mindful connection.
•
Tómate un momento para pausar, respirar y reconectar contigo. Reserva ya tu retiro 2026 y empieza a ilusionarte con días de calma, presencia y vida consciente.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca
#yogaretreatspain #mallorcahotel #wellnessretreat #natureescape #fincahigo
#consciousliving #ecoretreat #mindfultravel #yogaretreatseurope #retreatlife",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca;yogaretreatspain;mallorcahotel;wellnessretreat;natureescape;fincahigo;consciousliving;ecoretreat;mindfultravel;yogaretreatseurope;retreatlife,,4,ok
https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,DQ7S0MYCmZj,3763684665136408163,1762886196,2025-11-11T18:36:36+00:00,8,carousel_container,Cala Tuent,137,17,,"Yoga & Pilates Retreat 🥹🌴🧘🏻‍♀️🤸‍♀️ 
Mallorca | 19.-23. April 2026

> Noch 2 Plätze verfügbar
> Im Doppelzimmer oder als Einzelzimmer buchbar
> Zum Early Bird Preis nurnoch bis 25.11 

Für Fragen, Infos oder zur Buchung schreibe gerne ein Mail an office@karinpurker.at 🌞

#yogaretreat #pilatesretreat #retreats2026 #mallorca",yogaretreat;pilatesretreat;retreats2026;mallorca,karinpurker.at,10,ok
https://www.instagram.com/higo_houses/p/DQU03ZmCIbW/,DQU03ZmCIbW,3752856894977902294,1761595425,2025-10-27T20:03:45+00:00,8,carousel_container,"Mallorca, Spain",3,1,,"Every room opens to beauty with views of the sea, the Tramuntana mountains, the garden, the pool or even our fluffy friends grazing nearby. As soon as you open the window, you can hear and feel the presence of nature all around.
•
Cada habitación se abre a la belleza, con vistas al mar, a las montañas de la Tramuntana, al jardín, a la piscina o incluso a nuestras suaves amigas pastando cerca. Al abrir la ventana, puedes escuchar y sentir la presencia de la naturaleza que te rodea.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca 
#yogaretreatspain #mallorcahotel #wellnessretreat #natureescape #fincahigo 
#consciousliving #ecoretreat #mindfultravel #yogaretreatseurope #retreatlife",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca;yogaretreatspain;mallorcahotel;wellnessretreat;natureescape;fincahigo;consciousliving;ecoretreat;mindfultravel;yogaretreatseurope;retreatlife,,0,ok
https://www.instagram.com/higo_houses/p/DQHKmEOiFgx/,DQHKmEOiFgx,3749011811153238065,1761137056,2025-10-22T12:44:16+00:00,8,carousel_container,"Mallorca, Spain",3,1,,"An easy afternoon by the pool, the pages of a good book and the soft sounds of nature. Sometimes slowing down is the best way to take care of yourself.
•
Una tarde tranquila junto a la piscina, las páginas de un buen libro y los suaves sonidos de la naturaleza. A veces, cuidarte es simplemente bajar el ritmo.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca 
#yogaretreatspain #mallorcahotel #wellnessretreat #natureescape #fincahigo 
#consciousliving #ecoretreat #mindfultravel #yogaretreatseurope #retreatlife",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca;yogaretreatspain;mallorcahotel;wellnessretreat;natureescape;fincahigo;consciousliving;ecoretreat;mindfultravel;yogaretreatseurope;retreatlife,,0,ok
https://www.instagram.com/stef.ha.yoga/p/DP5m1IajG3x/,DP5m1IajG3x,3745195342070312433,1760682097,2025-10-17T06:21:37+00:00,8,carousel_container,,39,2,,"Hast du Lust auf Yoga Retreat, dass dir mehr gibt als nur Entspannung & eine traumhafte Location?
Ein Retreat, das dich nachhaltig verändert?

Ein Retreat, und hiermit zitiere ich eine unserer lieben Teilnehmerinnen, das dein Fass nicht nur auffüllt. Sondern umkippt, ausleert, gründlich reinigt und ganz frisch auffüllt?✨🙌🏽🧼

Wunderbar! 
Denn @andilebt und ich tun es wieder🙊💜💫
 
☞︎ wir organisieren unser ✨Be the Light Yoga Retreat✨
 
Hier vereinen wir beide was wir über Jahre auf unseren Reisen, Ausbildungen & in spirituellen Communities gelernt haben: 

Kraftvolle Meditationen, emotionale Release & Regulierungs - Techniken, transformative Mindset Hacks & vieles mehr, die dich dein Leben mal von einer ganz neuen Perspektive sehen & verstehen lassen❤️
 
Komm im Herbst 2026 für eine Woche mit uns in den ruhigen Nordwesten Mallorcas und finde inmitten der Stille der Natur wieder ganz zu dir selbst.

Wir freuen uns euch im @finca_higo einen kraftvollen und wunderschönen Ort für diese zauberhafte Transformation bereitstellen zu dürfen.

Hier die Facts:
☞︎ Vom 20. - 27. September 2026 in Mallorca

* 7 Nächte in einer wunderschönen Villa zwischen Bergen und Meer
* liebevoll zubereitete pflanzliche Mahlzeiten, drei Mal täglich
* tägliches Yoga & Meditationen
* Yoga Nidra
* Embodied Transformational Breathwork Session
* Empowering Soul Photography Session mit @andilebt.photography 
* Kakao Zeremonie & Ecstatic Dance
* Zeremonien & Rituale
* Emotional Healing Workshops
* Mindset Alchemy
* Journaling Praxis
* Kirtan & Sharing Circles
* H’oponopono 
* Zeit am privaten Pool oder am Strand (nur 5 Gehminuten!!) für dich selbst

Gerne beantworten wir dir alle Fragen dazu. Schreib uns an! 🤗  Mehr Infos und die Anmeldung findest du in der Bio oder unter 

www.theblissfulpath.at/retreats 

Wir freuen uns auf dich,
Andi💕Steffi

#bethelightretreat #yogaretreat2026 #mallorca #emotionalhealing #shineyourlight #healing #deeptransformation #yoganidraretreat #sisterhood #spanien🇪🇸 #yogaretreatmallorca #yinyoga #transformationalbreathwork #yoganidrahealing #deephealing #authenticrelating #yoganidraretreat",bethelightretreat;yogaretreat2026;mallorca;emotionalhealing;shineyourlight;healing;deeptransformation;yoganidraretreat;sisterhood;spanien;yogaretreatmallorca;yinyoga;transformationalbreathwork;yoganidrahealing;deephealing;authenticrelating;yoganidraretreat,andilebt;finca_higo;andilebt.photography,1,ok
https://www.instagram.com/higo_houses/p/DPwHUGnCLCf/,DPwHUGnCLCf,3742523458157326495,1760363584,2025-10-13T13:53:04+00:00,8,carousel_container,"Mallorca, Spain",3,1,,"Yoga by the beach, mountains all around, and nature everywhere you look. Finca Higo is a place to breathe, unwind and reconnect with calm.
•
Yoga junto a la playa, montañas a tu alrededor y naturaleza por todas partes. Finca Higo es un lugar para respirar, relajarte y reconectar con la calma.
•
•
•
#yogaretreat #retreatcenter #mallorcayogaretreat #yogamallorca #retreatmallorca 
#yogaretreatspain #mallorcahotel #wellnessretreat #natureescape #fincahigo 
#consciousliving #ecoretreat #mindfultravel #yogaretreatseurope #retreatlife",yogaretreat;retreatcenter;mallorcayogaretreat;yogamallorca;retreatmallorca;yogaretreatspain;mallorcahotel;wellnessretreat;natureescape;fincahigo;consciousliving;ecoretreat;mindfultravel;yogaretreatseurope;retreatlife,,0,ok
